obs,Argentina,Developing Asia,Bulgaria,Brazil,Colombia,Ecuador,Latin America & Caribbean,Morocco,Mexico,Nigeria,Panama,Peru,Philippines,Poland,Russian Federation,Sub-Saharan Africa,"Venezuela, RB",World (WBG members),WorldAvg
2003M06,77.87727,281.842,530.3579,331.7777,459.4758,371.5755,233.482,253.6419,281.5127,368.9193,441.2335,393.8321,165.1223,338.8321,339.9191,288.6848,315.9329,278.2423,319.570065
2003M07,75.54935,274.9252,520.2432,322.0907,462.7873,348.8946,226.5617,253.7423,271.1587,363.2684,431.9753,382.8212,161.1931,329.109,322.6801,284.1952,316.7846,269.5107,312.0828139
2003M08,71.79729,267.9238,513.3762,318.3751,465.7762,345.7341,223.2563,254.1386,264.2262,349.6795,421.3841,391.7465,157.0233,312.9627,314.2936,278.8672,322.5651,265.3602,307.6936661
2003M09,72.72359,275.1991,521.7328,340.1007,468.7346,365.8012,233.7275,256.449,273.065,371.8721,433.8577,413.3849,161.8609,317.2583,328.2083,286.0869,334.8676,276.7439,318.4263383
2003M10,70.17047,275.6123,529.2996,350.8757,471.6932,388.2623,237.8505,258.0079,274.6971,385.778,442.574,424.8054,161.4508,318.0881,333.1019,290.7909,342.5457,281.7003,324.2946761
2003M11,66.23009,272.1492,537.1571,363.6692,474.1817,413.7473,242.3171,260.0601,276.9564,388.9056,445.7776,427.8024,158.5526,317.8229,330.5426,293.441,353.9485,284.844,328.2280772
2003M12,68.71322,276.0001,543.6373,382.0308,476.837,448.0598,249.7606,262.2941,278.5831,395.5495,445.7298,428.8963,161.0823,320.931,335.0085,295.2519,376.738,291.9407,335.3913344
2004M01,69.8668,281.6727,549.3064,397.7839,479.7859,491.0947,258.1651,264.2581,285.0844,407.2347,462.1918,440.7347,165.1662,327.1097,344.5732,300.1223,384.2589,300.5123,344.9401
2004M02,70.00888,277.8529,548.5501,378.3464,482.156,491.5978,252.8072,264.0317,287.2913,413.6615,459.5779,430.5515,161.8281,328.9926,344.7052,301.8643,375.5596,296.4318,342.5452656
2004M03,73.17962,282.8906,555.6323,383.7531,484.7116,512.5203,258.4312,264.6526,295.0073,423.0364,467.263,438.8349,164.7422,336.6302,351.1219,307.0942,380.6159,302.5765,349.0385456
2004M04,75.64661,282.5079,551.7982,370.4475,487.3775,489.5378,252.1196,265.2309,287.6329,417.1603,464.5631,433.4342,166.0666,327.0135,341.6737,303.6303,377.982,295.9716,343.8774561
2004M05,73.75137,274.3483,542.2187,343.4749,489.5422,434.8533,236.5437,264.1576,274.6026,393.2389,437.4192,396.8836,161.1085,318.2919,322.8135,294.0847,363.745,278.5,327.7543317
2004M06,71.65447,277.6125,549.8763,355.1624,492.3162,448.2067,241.6589,265.3526,276.2977,394.8541,443.8752,406.6813,163.321,319.4897,328.8991,295.5163,379.2118,283.8561,332.9912428
2004M07,73.03682,284.6272,563.0166,372.2784,495.2336,450.028,250.1169,266.4399,283.6819,408.2529,456.8154,416.5425,167.935,327.7533,332.5406,301.5172,391.4287,292.4734,340.7621289
2004M08,72.58303,291.5936,571.3342,389.578,497.9378,486.9337,259.6734,266.9769,291.4042,432.1769,465.4783,434.6572,172.4253,336.2129,339.8979,308.2,411.2855,302.5138,351.7145906
2004M09,73.59717,292.9582,578.1943,410.1272,500.8024,507.6249,269.2595,268.2766,296.8079,440.9109,476.8313,451.049,172.7474,341.776,348.8826,312.5499,432.2398,311.5768,360.3451039
2004M10,76.43714,293.9657,582.7099,417.925,503.7244,538.749,273.9203,268.8874,298.932,447.147,483.8969,450.783,173.1877,343.9562,359.1123,315.5654,449.077,316.9088,366.3825078
2004M11,80.03482,293.0448,586.7074,425.7027,506.4732,543.7205,278.4132,268.9307,301.328,450.1085,487.4118,462.6033,172.4034,343.8923,367.6567,317.6663,459.5438,321.6669,370.4060178
2004M12,81.08805,297.0402,590.6716,438.3948,509.328,552.8154,283.6147,269.194,303.5257,452.7256,501.8572,475.382,175.336,345.0196,373.1019,319.3913,465.977,326.9206,375.632425
2005M01,79.72115,302.9147,595.1375,435.9981,512.1182,569.2319,283.601,270.5875,305.5191,458.5257,507.2326,474.4202,178.8321,346.5948,376.7648,321.6115,463.3844,328.2489,378.3580083
2005M02,80.4964,311.4041,601.9642,445.52,514.5458,595.6297,288.9622,271.8495,311.5818,465.1782,522.9807,479.0381,183.844,349.677,388.3077,323.4688,466.4117,334.9945,385.3252444
2005M03,80.77598,308.3674,592.2264,435.8307,517.0788,589.7594,283.535,273.05,304.2297,457.716,515.2802,476.3981,182.0512,343.3074,380.9735,319.4491,463.4695,329.09,380.6993544
2005M04,75.45261,307.8548,592.1496,434.9672,519.8005,559.892,282.2075,273.9417,304.5534,462.7798,519.3824,476.9962,181.7486,346.9921,386.9861,320.7489,460.4229,328.6674,379.7524283
2005M05,74.0228,312.9676,600.867,447.4831,522.5082,534.9557,287.9624,275.2261,311.0765,469.1787,534.966,488.0857,184.7671,352.3394,398.7586,326.0315,462.9066,335.6278,384.4294889
2005M06,73.90706,319.1821,607.9314,458.5447,525.0292,552.6481,295.1465,276.597,317.9269,483.8245,553.953,498.2177,188.4359,357.164,409.4205,331.2779,478.6302,343.8897,392.8736867
2005M07,78.713,317.8734,604.4325,461.3433,527.6724,574.2908,297.9856,278.2536,319.0238,494.7546,558.8119,499.9006,187.6633,354.6877,411.7601,332.3105,488.6557,346.4078,396.3633667
2005M08,79.37409,323.764,604.2381,463.4062,530.3354,593.9747,300.2664,279.7266,320.5409,497.6233,563.9611,509.3539,191.141,353.7427,416.0497,332.9664,495.7977,349.0849,400.2970606
2005M09,82.54325,330.2271,610.8746,475.6187,533.0077,615.7744,308.2869,282.4358,325.898,503.7035,575.1872,515.0683,194.9566,357.0847,427.3915,336.836,522.0328,357.7691,408.5942306
2005M10,81.13219,331.7636,598.2418,471.721,535.9357,610.074,304.856,283.7653,320.0602,505.8647,556.1536,505.668,195.8637,353.6014,418.6998,334.3686,525.6367,354.0976,404.8613272
2005M11,82.92601,342.9394,594.235,480.0099,538.7265,625.6798,309.8015,284.8453,324.8393,510.0614,561.0983,510.1067,202.4616,350.7735,419.0418,334.9165,533.5075,358.5733,409.141295
2005M12,83.19148,351.8559,600.5396,496.8173,541.6173,637.0828,315.6478,286.0079,327.3582,514.07,569.1417,507.916,207.7256,353.5672,422.726,337.5907,536.8888,364.6957,414.1355544
2006M01,88.33348,360.385,606.0033,513.3313,544.677,655.9944,324.1004,286.9789,331.3338,515.5256,591.2298,508.8947,212.7609,357.1714,427.1301,340.0504,556.6562,372.3839,421.8300322
2006M02,97.29978,365.6903,605.554,527.7854,547.4374,680.625,331.2522,287.5115,331.8431,518.6078,597.0024,521.465,215.8931,354.9807,425.9986,340.2635,570.0306,377.8803,427.6178156
2006M03,99.98387,368.6077,602.8287,528.0097,550.1416,682.4947,330.3097,288.9208,326.8252,520.3166,594.507,511.6452,217.6154,352.2077,423.2103,338.8975,574.5026,377.1844,427.1227039
2006M04,98.62243,371.7885,594.5029,518.4598,552.8684,698.714,325.4897,290.2265,320.5685,521.8392,585.8438,509.0502,219.4932,349.0683,417.8124,337.0356,571.7829,372.7568,425.3290628
2006M05,96.32077,370.1726,592.4413,512.4911,555.4905,700.142,322.7787,291.5324,319.2506,523.5758,580.3836,515.6794,218.5392,349.4982,415.1666,337.4915,565.3559,369.8622,424.2317983
2006M06,92.79334,361.7651,591.3755,510.2298,558.2997,686.5087,319.7178,292.9322,317.2786,525.9421,573.3552,517.1207,213.5757,349.7075,413.4282,337.1447,554.1159,365.4723,421.1535022
2006M07,96.49889,367.5615,593.5967,525.2416,561.5475,701.169,327.9732,295.0787,326.2185,528.0162,579.9666,523.7623,216.9977,350.9655,418.7651,338.3022,564.4472,372.6453,427.1529828
2006M08,104.4091,379.0167,607.7331,546.0286,564.892,722.6015,339.3367,295.5358,334.5179,534.1578,601.7842,534.4207,223.7605,357.5641,430.8743,343.7823,581.3446,385.2883,438.1693444
2006M09,106.4743,387.6995,617.0923,551.742,568.0634,690.9124,342.4273,297.1082,339.4907,535.4173,612.0861,540.1445,228.8866,362.4376,436.709,346.5702,579.7324,389.6601,440.7029944
2006M10,111.4204,397.6894,621.9701,559.888,571.3055,697.1039,346.998,298.6252,341.4832,538.6539,623.7675,550.2045,234.7843,364.5334,438.9637,348.4096,585.0666,394.4074,445.8485889
2006M11,116.3656,406.353,633.3544,569.0981,574.7104,728.5518,353.2417,300.2391,346.1465,NA,640.667,558.0174,239.5987,368.9889,444.3998,351.9667,593.8281,401.1437,448.6277
2006M12,123.6922,415.7764,642.7046,579.2521,577.9519,634.9567,358.3667,NA,350.2709,NA,647.5993,567.1238,245.0506,372.0798,450.685,354.9267,609.385,407.3338,458.5722188
2007M01,129.7333,418.2436,637.8308,580.8661,581.1741,565.8774,357.7446,NA,348.2636,NA,647.9905,567.6328,246.3767,369.7697,447.4106,354.6181,603.1399,406.8916,453.9727125
2007M02,130.2127,419.5149,640.2789,589.6214,584.5413,633.9328,362.1773,NA,350.5854,NA,653.1071,570.3819,247.3227,371.9919,450.3896,357.6751,606.9614,410.6661,461.2100313
2007M03,130.7155,420.8268,650.0149,597.8018,587.4767,669.6241,366.7492,NA,354.8989,NA,656.7525,576.3965,248.0984,377.4009,455.4708,361.7628,612.4607,414.9445,467.5871875
2007M04,126.9086,425.4067,650.5876,610.6881,590.807,711.1577,371.4131,NA,357.7877,NA,667.8488,585.7116,250.7161,377.29,457.1084,362.7704,611.4294,419.4493,473.5675313
2007M05,119.4979,429.9381,651.8133,614.1403,594.0629,707.2631,371.2597,NA,360.8184,NA,674.4736,590.1914,253.4075,NA,458.5617,364.7013,598.6218,420.5916,480.62284
2007M06,113.4382,424.484,641.3569,599.9689,597.2579,695.4764,361.7442,NA,353.5023,NA,661.356,577.7925,250.3114,NA,449.3325,360.2613,567.8471,411.7667,471.0597533
2007M07,106.8504,419.9637,643.3927,598.0036,600.5148,669.2529,359.1846,NA,353.6477,NA,660.3856,573.2081,247.9852,NA,451.4868,360.1554,562.9742,410.0438,467.8033
2007M08,96.78923,414.8845,652.829,598.2958,603.6608,693.2082,355.9611,NA,356.5375,NA,653.9652,567.6527,245.4165,NA,454.3503,362.6076,537.5953,407.9838,466.782502
2007M09,103.4153,427.1031,663.0061,615.2787,607.2825,729.025,365.5668,NA,365.4784,NA,670.7146,586.5868,252.5277,NA,462.7362,367.9895,542.0653,417.9315,478.4471667
2007M10,111.5841,439.7907,668.5526,629.5035,610.8813,770.0975,375.253,NA,369.0045,NA,685.4746,600.0437,259.7829,NA,468.4142,371.091,569.0503,427.5626,490.4057667
2007M11,112.7212,438.6662,674.6504,628.5955,614.4151,785.4354,374.986,NA,372.388,NA,690.7248,600.1641,259.5159,NA,472.3597,375.6951,550.485,428.6195,491.96146
2007M12,114.09,446.3799,674.1656,632.7544,617.6934,802.8463,377.2017,NA,373.7785,NA,703.4194,606.4073,264.6091,NA,478.8831,376.2298,544.7676,432.495,496.3814067
2008M01,111.8336,443.662,687.509,637.0788,621.2221,811.6492,380.0021,NA,377.5071,NA,699.1005,613.7233,263.3907,NA,486.3516,378.3032,559.3468,435.4895,500.4113
2008M02,106.5939,445.3346,686.154,631.4024,624.6792,814.5911,377.0643,NA,377.8463,NA,690.9668,605.1573,264.286,NA,485.5671,375.9646,554.9841,433.6335,498.28168
2008M03,102.9038,448.7284,686.0868,634.8763,627.5182,816.9887,378.5474,NA,385.4122,NA,700.9938,611.7342,266.1861,NA,490.4637,375.7893,540.649,434.7955,500.11156
2008M04,99.83275,453.7893,694.2532,648.6713,630.3426,853.9015,384.3144,NA,390.3323,NA,714.4616,630.2503,270.4978,NA,493.4006,381.179,536.0354,440.0118,508.0849233
2008M05,99.20338,452.4826,698.6661,661.3243,633.4388,873.4663,387.2428,NA,389.566,NA,721.8587,636.7048,270.5698,NA,496.0228,382.7668,527.6245,442.2017,511.5426253
2008M06,97.3958,443.1181,687.2707,661.1756,636.8273,863.104,386.2322,NA,384.1903,NA,716.4643,627.3797,265.014,NA,491.374,379.0458,544.8236,437.7099,508.07502
2008M07,92.8652,437.4109,679.7302,650.5118,640.532,822.2911,379.7425,NA,378.7004,NA,707.8592,616.6128,261.3852,NA,490.5155,379.4544,539.7067,432.6642,500.6654733
2008M08,90.75103,451.021,678.1471,657.0294,643.9573,812.3764,381.7673,NA,383.419,NA,714.6981,626.374,269.057,NA,491.4706,383.1936,530.6866,438.0346,503.4655353
2008M09,82.93283,449.588,681.3399,644.6534,646.9961,738.2534,371.3756,NA,378.8421,NA,705.4185,609.1026,269.0887,NA,474.1423,377.8643,499.9904,428.0369,490.5083353
2008M10,49.55861,371.9975,618.8338,562.6633,647.8553,471.4294,308.9155,NA,333.1928,NA,594.0851,506.0841,230.5981,NA,407.9302,328.2986,363.5391,358.2787,410.2173407
2008M11,41.12704,376.6386,579.855,584.898,656.1115,273.7809,310.8836,NA,338.2952,NA,578.3106,524.0913,233.8462,NA,389.8388,316.627,365.6921,357.2593,395.1503427
2008M12,43.25789,401.5854,597.0543,634.9298,664.0949,246.9013,331.375,NA,372.0929,NA,618.4561,559.348,245.5296,NA,383.6123,344.5189,346.3825,375.9894,411.0085527
2009M01,51.70298,414.797,630.4286,654.3121,670.6927,261.5843,342.631,NA,379.6359,NA,658.375,583.7975,254.4489,NA,411.8346,374.5745,358.3689,392.6866,429.3247053
2009M02,48.91076,424.8748,637.7993,637.7881,675.4476,268.9308,335.0646,NA,366.0739,NA,649.6169,587.6835,261.7586,NA,417.4214,377.2033,353.5042,387.8529,428.662044
2009M03,43.51991,430.6907,628.8319,639.1987,680.5307,275.8288,339.382,NA,369.8343,NA,647.4926,596.9518,265.6408,NA,425.4822,382.6243,384.6215,392.3085,433.5292473
2009M04,46.49126,451.7288,661.4333,663.2536,685.0339,294.8013,357.1793,NA,386.8674,NA,678.698,620.0843,275.0131,NA,456.5484,395.6466,430.0896,416.5841,454.6301973
2009M05,56.3479,469.7962,682.4994,680.7771,688.8547,301.5553,369.5823,NA,395.3104,NA,715.5518,637.0776,281.9014,NA,475.9061,402.5932,447.0492,432.618,469.1613733
2009M06,69.08479,472.0584,681.8846,681.7719,691.5484,347.312,375.4093,NA,393.0673,NA,732.9097,638.3598,282.3761,NA,474.8788,405.3087,471.3156,437.4932,476.9852393
2009M07,76.82035,475.5329,685.1698,699.648,694.9863,366.9027,383.8171,NA,401.1526,NA,741.8309,642.489,282.8237,NA,478.5648,418.1497,476.0935,445.5753,484.63711
2009M08,87.0682,493.2661,709.9502,711.7945,697.7431,390.6735,398.0671,NA,410.2421,NA,762.1553,663.8149,291.7485,NA,487.4638,430.7253,527.6494,460.4484,501.5206933
2009M09,96.103,509.9152,740.82,732.9756,700.321,418.9209,412.6777,NA,418.0733,NA,789.2675,687.9367,300.3476,NA,510.9709,436.2902,570.0452,476.5999,520.0843133
2009M10,108.1439,522.6123,766.313,745.3675,702.7794,456.4913,422.7055,NA,425.349,NA,825.715,710.658,306.6942,NA,540.948,445.0207,574.2975,490.8204,536.2610467
2009M11,106.5955,520.3361,774.7033,749.6328,704.8154,472.0798,422.1862,NA,429.3309,NA,818.4944,714.4191,306.4309,NA,546.8883,442.2213,547.7651,491.5341,536.4955467
2009M12,106.4555,528.9305,782.9512,751.2807,706.8186,473.9208,420.0759,NA,428.3801,NA,823.0972,712.9019,309.5987,NA,549.2193,447.4674,524.4122,492.663,537.2115333
2010M01,106.8539,525.1077,781.7861,745.9835,708.852,487.4405,423.9736,NA,428.7001,NA,810.8674,708.7279,308.0875,NA,555.1402,446.5823,585.3573,495.9603,541.2946867
2010M02,100.2518,523.9535,775.0723,742.5626,710.775,486.8865,420.548,NA,429.5662,NA,804.4539,702.1889,306.0138,NA,555.5061,444.5777,573.7163,493.2974,537.958
2010M03,109.3595,543.4474,790.8395,763.4275,712.8777,488.2108,435.3035,NA,442.1236,NA,828.4212,727.7177,315.8942,NA,569.023,454.8364,604.6761,508.8929,553.0034
2010M04,117.5879,552.0183,805.8936,768.8347,714.8076,491.6949,441.5034,NA,443.5096,NA,839.5125,734.8027,321.6726,NA,574.3233,458.2188,629.9929,515.2003,560.6382067
2010M05,108.557,550.4978,781.9807,769.8321,716.2026,485.5722,433.7478,NA,442.8956,NA,843.7708,734.1469,322.3273,NA,559.8811,455.12,561.7516,507.9442,551.61518
2010M06,107.7343,557.9053,773.6761,778.3076,718.4121,480.6075,437.83,NA,453.3756,NA,860.5501,748.2408,326.3966,NA,561.35,463.7602,536.6727,513.0341,554.5235333
2010M07,116.5688,578.5834,795.8457,802.3213,720.2393,478.4608,452.8073,NA,465.2792,NA,886.313,780.3726,336.6746,NA,574.0546,474.6902,561.0243,529.3736,570.1739133
2010M08,126.8738,613.9531,815.126,834.999,722.0547,486.8688,474.9335,NA,486.1498,NA,933.9096,828.6091,356.9856,NA,597.0177,489.543,594.6576,553.9723,594.3769067
2010M09,129.6737,621.7698,826.4311,837.8337,723.7616,495.6096,473.4205,NA,483.1647,NA,934.7277,826.8907,362.2301,NA,602.9164,494.0002,577.1778,555.8973,596.3669933
2010M10,142.7608,628.6949,840.3996,861.0665,725.5758,501.1557,488.0384,NA,492.148,NA,955.1974,841.9878,365.3373,NA,614.8519,505.4082,616.9185,571.5373,610.0718733
2010M11,149.8844,623.9938,848.4191,849.1039,727.1253,515.5431,483.7752,NA,485.5666,NA,942.0398,825.3805,364.1564,NA,609.0576,500.9621,619.0289,567.8953,607.4621333
2010M12,148.2917,604.0979,842.1985,822.7598,728.9868,519.9184,471.6869,NA,472.5836,NA,910.0151,792.1092,353.1956,NA,595.6225,489.1702,626.3352,553.2749,595.3497533
2011M01,152.1009,601.1516,840.5959,826.3218,730.1074,537.695,475.5508,NA,475.322,NA,914.2818,798.1074,352.4513,NA,599.8599,486.1327,636.3378,553.888,598.6602867
2011M02,143.7992,592.2117,839.3451,814.1469,731.4327,560.1732,469.3106,NA,469.5407,NA,903.3425,787.7118,347.4087,NA,598.8335,481.8781,637.2234,546.8683,594.88176
2011M03,144.1628,598.4658,850.8797,824.2001,732.961,562.6579,475.7363,NA,477.7233,NA,911.9307,796.9964,350.8603,NA,609.0605,487.9018,648.4669,553.9785,601.7321333
2011M04,149.4897,597.1403,857.2206,827.656,734.6017,568.9082,479.4337,NA,478.8846,NA,919.8745,773.5768,348.9305,NA,611.6662,491.8985,668.8414,558.1739,604.4197733
2011M05,147.8006,612.4609,866.2516,850.1509,736.0016,576.2053,488.9342,NA,490.6228,NA,945.7493,799.7104,357.0999,NA,618.2256,503.9734,667.207,568.3791,615.2515067
2011M06,147.6294,621.6745,871.9983,861.8857,737.7395,587.5341,494.1957,NA,496.1323,NA,961.6357,809.3079,363.0698,NA,625.7507,510.8739,668.4557,574.5587,622.1627933
2011M07,150.0402,632.574,868.6321,870.3107,739.5454,596.5814,503.1683,NA,500.7506,NA,970.6034,828.9374,369.2646,NA,629.4337,512.6908,707.6584,582.1581,630.8232733
2011M08,143.7126,649.1003,869.6825,895.5323,741.4507,589.9474,511.4245,NA,515.8629,NA,997.2997,866.5572,378.5966,NA,636.3837,527.1815,685.8372,590.8737,639.9628533
2011M09,131.4041,645.2163,864.7298,895.3891,742.8512,592.5782,506.7189,NA,517.2365,NA,994.7744,872.9495,377.2366,NA,629.3976,526.2711,662.6783,585.8289,636.3507
2011M10,128.0403,644.8699,854.0023,895.4866,744.5637,593.3323,509.3407,NA,519.4389,NA,1002.343,876.9128,378.0124,NA,621.8078,522.5272,681.8322,584.7475,637.1505067
2011M11,131.8941,660.9804,859.6977,914.2902,746.2872,607.4861,522.6603,NA,532.413,NA,1032.24,907.588,386.2459,NA,636.61,523.3858,704.7244,596.3776,650.8587133
2011M12,130.0375,665.9372,860.1189,927.1182,748.702,620.8479,529.2155,NA,537.6445,NA,1041.035,911.5042,390.5346,NA,632.5043,530.9489,726.8825,599.4097,656.8293933
2012M01,139.6971,670.6059,868.5358,930.0368,751.0151,628.0528,534.4417,NA,536.0407,NA,1043.162,912.9703,392.3077,NA,640.5887,525.0235,755.7969,602.3335,662.0405667
2012M02,144.323,686.0006,882.6847,943.6949,753.1585,636.3114,549.8031,NA,542.2278,NA,1057.125,929.7843,401.3583,NA,652.882,536.7524,833.4076,619.6493,677.9441933
2012M03,143.361,693.1994,892.3561,951.6014,755.3192,638.237,558.9936,NA,543.4621,NA,1069.506,948.2824,405.7182,NA,661.518,543.0168,888.7917,629.5826,688.1963667
2012M04,129.9464,692.6022,891.6803,959.0272,757.4511,645.0309,559.7639,NA,551.0316,NA,1086.94,964.9064,406.7657,NA,664.1644,545.7017,872.3011,630.6001,690.5275333
2012M05,121.6686,689.9821,893.6537,961.1846,759.2317,639.7619,557.4768,NA,554.4984,NA,1093.845,978.7464,407.8077,NA,665.3112,548.1024,847.9988,629.8332,689.9401667
2012M06,121.1199,698.1485,891.5706,975.9669,762.0012,636.5725,561.3644,NA,561.8431,NA,1098.217,996.2457,413.5172,NA,667.903,557.0931,827.1057,635.5649,693.61558
2012M07,127.0056,725.4358,902.005,1003.816,765.207,649.8484,581.5245,NA,585.1373,NA,1125.06,1040.718,430.8405,NA,690.6532,576.2908,858.2519,660.0419,714.78906
2012M08,132.1816,738.6851,919.8592,1021.181,768.0015,668.9751,594.3685,NA,588.3731,NA,1153.073,1057.967,437.8201,NA,705.8161,583.2126,907.2946,675.0733,730.1254533
2012M09,145.243,748.2677,930.0129,1026.749,770.727,684.3827,602.5024,NA,588.6034,NA,1161.256,1063.288,443.621,NA,714.9947,583.4852,940.4895,685.1778,739.2533533
2012M10,149.9083,763.7798,936.9104,1037.594,772.9594,686.0557,611.6109,NA,595.2527,NA,1173.885,1082.502,453.106,NA,724.2757,580.9618,961.6421,695.6353,748.4052733
2012M11,121.3493,768.2803,940.3387,1045.048,775.1137,680.1846,608.8009,NA,595.0711,NA,1174.172,1079.516,456.5012,NA,727.4765,587.2099,976.202,697.5691,748.8555533
2012M12,137.3942,767.4459,941.1719,1048.446,777.0715,679.1833,623.9483,NA,596.1869,NA,1174.544,1080.516,454.5022,NA,736.7459,593.3055,1068.322,708.542,759.15504
2013M01,134.8976,760.6474,941.802,1035.855,778.8956,704.8359,622.2217,NA,591.4459,NA,1161.493,1070.752,449.7918,NA,736.144,585.8926,1094.286,706.4998,758.36402
2013M02,129.9099,742.6425,942.9319,1015.294,780.7013,716.767,614.4485,NA,579.458,NA,1132.599,1044.098,438.7284,NA,724.6998,573.7646,1117.264,695.0823,749.8926133
2013M03,123.2401,742.3509,944.3172,1004.381,782.6687,722.1177,607.7756,NA,576.6718,NA,1132.169,1037.198,439.6266,NA,721.9552,573.6247,1096.748,690.374,746.3479
2013M04,125.5682,758.2872,948.2363,1030.235,785.3373,730.6299,620.6318,NA,595.8527,NA,1168.201,1075.801,450.1784,NA,732.2255,586.0636,1085.974,704.1012,759.82154
2013M05,129.696,758.4671,951.7151,1016.544,787.2874,741.2911,614.0667,NA,587.8103,NA,1159.476,1056.233,450.7397,NA,732.4822,584.5546,1077.088,702.4299,756.65874
2013M06,125.4422,704.7322,948.1845,945.8289,788.6105,737.731,569.1062,NA,548.8525,NA,1083.149,975.9126,421.9099,NA,700.306,552.3191,964.8578,656.5378,714.89868
2013M07,130.3003,696.6733,949.2314,929.4224,790.9993,740.6186,565.3543,NA,544.2525,NA,1060.287,960.3896,418.8956,NA,696.5331,544.9204,972.0566,650.2727,710.0138067
2013M08,137.0543,674.0005,951.3513,913.3693,793.8219,746.1133,560.804,NA,536.4613,NA,1046.882,934.4224,408.021,NA,691.2781,533.8061,983.3397,640.1743,703.3933
2013M09,134.5571,657.7161,953.895,910.5541,796.531,746.4143,556.5567,NA,533.3293,NA,1028.65,926.7693,401.7889,NA,685.4956,529.8105,974.1439,633.2505,697.9641533